2021-04-01 14:53:43.441 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2021-04-01 14:53:43.701 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-04-01 14:53:43.849 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2021-04-01 14:53:43.959 [restartedMain] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html]
2021-04-01 14:53:44.288 [restartedMain] INFO  org.quartz.impl.StdSchedulerFactory - Using default implementation for ThreadExecutor
2021-04-01 14:53:44.360 [restartedMain] INFO  org.quartz.core.SchedulerSignalerImpl - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2021-04-01 14:53:44.361 [restartedMain] INFO  org.quartz.core.QuartzScheduler - Quartz Scheduler v.2.3.2 created.
2021-04-01 14:53:44.364 [restartedMain] INFO  org.quartz.simpl.RAMJobStore - RAMJobStore initialized.
2021-04-01 14:53:44.366 [restartedMain] INFO  org.quartz.core.QuartzScheduler - Scheduler meta-data: Quartz Scheduler (v2.3.2) 'quartzScheduler' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

2021-04-01 14:53:44.367 [restartedMain] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler 'quartzScheduler' initialized from an externally provided properties instance.
2021-04-01 14:53:44.367 [restartedMain] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler version: 2.3.2
2021-04-01 14:53:44.368 [restartedMain] INFO  org.quartz.core.QuartzScheduler - JobFactory set to: org.springframework.scheduling.quartz.SpringBeanJobFactory@342bb50e
2021-04-01 14:53:44.394 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-04-01 14:53:44.537 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["https-jsse-nio-8085"]
2021-04-01 14:53:45.434 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8085 (https) with context path ''
2021-04-01 14:53:45.438 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-04-01 14:53:45.531 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2021-04-01 14:53:45.682 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-04-01 14:53:46.324 [restartedMain] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: updateCardUsingPOST_1
2021-04-01 14:53:46.337 [restartedMain] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: sendMessageUsingPOST_1
2021-04-01 14:53:46.355 [restartedMain] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getCardCountUsingPOST_1
2021-04-01 14:53:46.419 [restartedMain] INFO  o.s.scheduling.quartz.SchedulerFactoryBean - Starting Quartz Scheduler now
2021-04-01 14:53:46.419 [restartedMain] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED started.
2021-04-01 14:53:46.458 [restartedMain] INFO  com.zt.ItServiceCenterApplication - Started ItServiceCenterApplication in 11.0 seconds (JVM running for 14.516)
2021-04-01 14:54:00.154 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-04-01 14:54:01.067 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-04-01 15:00:03.505 [https-jsse-nio-8085-exec-25] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-04-01 15:00:03.507 [https-jsse-nio-8085-exec-25] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-04-01 15:00:03.551 [https-jsse-nio-8085-exec-25] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 44 ms
2021-04-01 15:00:05.083 [https-jsse-nio-8085-exec-22] INFO  com.zt.controller.CardController - start /manage/card/count get card count by:CommonRequest(openId=null, typeId=null, roleId=null, oldRoleId=null, countId=1, timeId=null, month=null, deptId=null, pageNo=1, pageSize=10, year=null, quarter=null, filePath=null, serviceId=null)
2021-04-01 15:00:05.083 [https-jsse-nio-8085-exec-23] INFO  com.zt.controller.CardController - start /manage/user/comment get user comment card count by:CommonRequest(openId=null, typeId=null, roleId=null, oldRoleId=null, countId=null, timeId=null, month=null, deptId=null, pageNo=1, pageSize=10, year=null, quarter=null, filePath=null, serviceId=null)
2021-04-01 15:00:05.083 [https-jsse-nio-8085-exec-24] INFO  com.zt.controller.CardController - start /manage/service/count get service card count by:CommonRequest(openId=null, typeId=null, roleId=null, oldRoleId=null, countId=null, timeId=null, month=null, deptId=null, pageNo=1, pageSize=10, year=null, quarter=null, filePath=null, serviceId=null)
2021-04-01 15:00:05.151 [https-jsse-nio-8085-exec-24] INFO  com.zt.controller.CardController - get service card count info:[ServiceCardCountResponse(serviceName=现场服务, count=0), ServiceCardCountResponse(serviceName=远程服务, count=1)] success
2021-04-01 15:00:05.170 [https-jsse-nio-8085-exec-22] INFO  com.zt.controller.CardController - get card count info:UserCardResponse(openId=null, userName=null, userRole=null, totalCount=1, createCount=0, finishCount=0, updateCount=0, evaluationCount=0, untreateCount=0, treateCount=1, assistCount=0) success
2021-04-01 15:00:05.222 [https-jsse-nio-8085-exec-23] INFO  com.zt.controller.CardController - get user comment card count info:UserCommentCountResponse(timeList=[4月, 5月, 6月], countList=[1, 0, 0], partList=[0, 0, 0], totalCount=1, quarterPart=0, yearPart=null) success
2021-04-01 15:00:07.798 [https-jsse-nio-8085-exec-28] INFO  com.zt.controller.CardController - start /manage/card/count get card count by:CommonRequest(openId=null, typeId=null, roleId=null, oldRoleId=null, countId=1, timeId=null, month=null, deptId=null, pageNo=1, pageSize=10, year=null, quarter=null, filePath=null, serviceId=null)
2021-04-01 15:00:07.799 [https-jsse-nio-8085-exec-1] INFO  com.zt.controller.CardController - start /manage/user/comment get user comment card count by:CommonRequest(openId=null, typeId=null, roleId=null, oldRoleId=null, countId=null, timeId=null, month=null, deptId=null, pageNo=1, pageSize=10, year=null, quarter=null, filePath=null, serviceId=null)
2021-04-01 15:00:07.804 [https-jsse-nio-8085-exec-2] INFO  com.zt.controller.CardController - start /manage/service/count get service card count by:CommonRequest(openId=null, typeId=null, roleId=null, oldRoleId=null, countId=null, timeId=null, month=null, deptId=null, pageNo=1, pageSize=10, year=null, quarter=null, filePath=null, serviceId=null)
2021-04-01 15:00:07.925 [https-jsse-nio-8085-exec-28] INFO  com.zt.controller.CardController - get card count info:UserCardResponse(openId=null, userName=null, userRole=null, totalCount=1, createCount=0, finishCount=0, updateCount=0, evaluationCount=0, untreateCount=0, treateCount=1, assistCount=0) success
2021-04-01 15:00:07.970 [https-jsse-nio-8085-exec-4] INFO  com.zt.controller.CardController - start /manage/user/list get user list by:UserListRequest(roleName=工程师, userName=, pageNo=1, pageSize=10)
2021-04-01 15:00:07.979 [https-jsse-nio-8085-exec-2] INFO  com.zt.controller.CardController - get service card count info:[ServiceCardCountResponse(serviceName=现场服务, count=0), ServiceCardCountResponse(serviceName=远程服务, count=1)] success
2021-04-01 15:00:08.018 [https-jsse-nio-8085-exec-5] INFO  com.zt.controller.CardController - start /manage/user/role get user role list
2021-04-01 15:00:08.092 [https-jsse-nio-8085-exec-5] INFO  com.zt.controller.CardController - get user role list info:[UserRole(id=1, userId=null, roleId=0, roleName=领导), UserRole(id=2, userId=null, roleId=0, roleName=系统管理员), UserRole(id=3, userId=null, roleId=0, roleName=话务员), UserRole(id=4, userId=null, roleId=0, roleName=工程师), UserRole(id=5, userId=null, roleId=0, roleName=普通用户)] success
2021-04-01 15:00:08.114 [https-jsse-nio-8085-exec-1] INFO  com.zt.controller.CardController - get user comment card count info:UserCommentCountResponse(timeList=[4月, 5月, 6月], countList=[1, 0, 0], partList=[0, 0, 0], totalCount=1, quarterPart=0, yearPart=null) success
2021-04-01 15:00:08.213 [https-jsse-nio-8085-exec-4] INFO  com.zt.controller.CardController - get user list info:UserAndRoleResponse(userList=[UserInfo(openId=oa1oF5RP8G_-Rfe9wGCa6pi13hGw, userName=黄浙浩, authentication=2021-01-24 14:29:54.0, department=财务信息管理部, remark=IT服务中心信息登记, company=上海正泰电源系统有限公司, userId=, statusName=在线, statusId=1, roleId=4, roleName=工程师), UserInfo(openId=oa1oF5ZMqDKNZzVn_TTyB7U6CTgk, userName=祁彦锦, authentication=2021-01-24 14:59:53.0, department=财务信息管理部, remark=IT服务中心信息登记, company=上海正泰电源系统有限公司, userId=zdx853, statusName=在线, statusId=1, roleId=4, roleName=工程师), UserInfo(openId=oa1oF5V5q59lctcR2VpbTMYNAWTM, userName=戴友谊, authentication=2021-01-25 12:09:01.0, department=财务信息管理部, remark=IT服务中心信息登记, company=上海正泰电源系统有限公司, userId=, statusName=在线, statusId=1, roleId=4, roleName=工程师), UserInfo(openId=oa1oF5TjhLT_m4r0RbYlAqtnh5yY, userName=金秋平, authentication=2021-04-01 12:35:12.0, department=财务信息管理部, remark=IT服务中心信息登记, company=上海正泰电源系统有限公司, userId=, statusName=在线, statusId=1, roleId=4, roleName=工程师)], totalCount=4) success
2021-04-01 15:00:09.213 [https-jsse-nio-8085-exec-9] INFO  com.zt.controller.CardController - start /manage/user/list get user list by:UserListRequest(roleName=工程师, userName=, pageNo=1, pageSize=10)
2021-04-01 15:00:09.215 [https-jsse-nio-8085-exec-10] INFO  com.zt.controller.CardController - start /manage/user/role get user role list
2021-04-01 15:00:09.224 [https-jsse-nio-8085-exec-11] INFO  com.zt.controller.CardController - start /manage/card/list get all card by:SeeCardRequest(openId=null, userRole=null, cardType=null, pageNo=1, startNo=0, pageSize=10, applyName=, createTime=null, endTime=null, problemType=null, status=null)
2021-04-01 15:00:09.253 [https-jsse-nio-8085-exec-10] INFO  com.zt.controller.CardController - get user role list info:[UserRole(id=1, userId=null, roleId=0, roleName=领导), UserRole(id=2, userId=null, roleId=0, roleName=系统管理员), UserRole(id=3, userId=null, roleId=0, roleName=话务员), UserRole(id=4, userId=null, roleId=0, roleName=工程师), UserRole(id=5, userId=null, roleId=0, roleName=普通用户)] success
2021-04-01 15:00:09.333 [https-jsse-nio-8085-exec-9] INFO  com.zt.controller.CardController - get user list info:UserAndRoleResponse(userList=[UserInfo(openId=oa1oF5RP8G_-Rfe9wGCa6pi13hGw, userName=黄浙浩, authentication=2021-01-24 14:29:54.0, department=财务信息管理部, remark=IT服务中心信息登记, company=上海正泰电源系统有限公司, userId=, statusName=在线, statusId=1, roleId=4, roleName=工程师), UserInfo(openId=oa1oF5ZMqDKNZzVn_TTyB7U6CTgk, userName=祁彦锦, authentication=2021-01-24 14:59:53.0, department=财务信息管理部, remark=IT服务中心信息登记, company=上海正泰电源系统有限公司, userId=zdx853, statusName=在线, statusId=1, roleId=4, roleName=工程师), UserInfo(openId=oa1oF5V5q59lctcR2VpbTMYNAWTM, userName=戴友谊, authentication=2021-01-25 12:09:01.0, department=财务信息管理部, remark=IT服务中心信息登记, company=上海正泰电源系统有限公司, userId=, statusName=在线, statusId=1, roleId=4, roleName=工程师), UserInfo(openId=oa1oF5TjhLT_m4r0RbYlAqtnh5yY, userName=金秋平, authentication=2021-04-01 12:35:12.0, department=财务信息管理部, remark=IT服务中心信息登记, company=上海正泰电源系统有限公司, userId=, statusName=在线, statusId=1, roleId=4, roleName=工程师)], totalCount=4) success
2021-04-01 15:00:10.485 [https-jsse-nio-8085-exec-11] INFO  com.zt.controller.CardController - get all card:CardListResponse(cardList=[JobCardDetail(cardId=20210401084200538, applyName=黄斌燕, priority=1, problemId=26, problemType=电脑配置, assistName=null, status=已处理, reason=新员工, solution=配置, satisfaction=null, comment=null, createTime=2021-04-01 08:42:00, endTime=2021-04-01 12:36:14, processNode=工单结算, distribution=null, deal=祁彦锦, change=null, description=金秋平入职，电脑，IT指引, construction=null, phone=13564174692, deptName=综合管理部, waitCount=0, appointmentCreate=2021-04-01 08:50:00, appointmentEnd=2021-04-01 09:20:00, place=null, dealWay=null, wayId=0, mobliePhone=13564174692), JobCardDetail(cardId=20210331135133737, applyName=黄斌燕, priority=1, problemId=1, problemType=会议支持, assistName=null, status=已创建, reason=null, solution=null, satisfaction=null, comment=null, createTime=2021-03-31 13:51:33, endTime=null, processNode=故障分配, distribution=null, deal=祁彦锦, change=null, description=, construction=null, phone=13564174692, deptName=综合管理部, waitCount=3, appointmentCreate=2021-03-31 13:50:00, appointmentEnd=2021-03-31 14:20:00, place=null, dealWay=null, wayId=0, mobliePhone=13564174692), JobCardDetail(cardId=20210331134312788, applyName=郑长晓, priority=2, problemId=10, problemType=其他, assistName=null, status=已创建, reason=null, solution=null, satisfaction=null, comment=null, createTime=2021-03-31 13:43:12, endTime=null, processNode=故障分配, distribution=null, deal=戴友谊, change=null, description=系统不停提示操作系统不是正版, construction=null, phone=18690627355, deptName=售后运维部, waitCount=3, appointmentCreate=2021-03-31 11:50:00, appointmentEnd=2021-03-31 12:20:00, place=null, dealWay=null, wayId=0, mobliePhone=18690627355), JobCardDetail(cardId=20210331110711116, applyName=李永超, priority=3, problemId=15, problemType=SAP密码重置, assistName=null, status=已处理, reason=SAP账号密码需要重置, solution=发邮件给武柳源, satisfaction=null, comment=null, createTime=2021-03-31 11:07:11, endTime=2021-04-01 14:23:57, processNode=工单结算, distribution=null, deal=黄浙浩, change=null, description=SAP账号tzlin密码重置, construction=null, phone=15607105116, deptName=市场部, waitCount=0, appointmentCreate=2021-03-31 11:10:00, appointmentEnd=2021-03-31 11:40:00, place=null, dealWay=null, wayId=0, mobliePhone=15607105116), JobCardDetail(cardId=20210330145533600, applyName=黄浙浩test, priority=1, problemId=29, problemType=其他, assistName=null, status=已创建, reason=null, solution=null, satisfaction=null, comment=null, createTime=2021-03-30 14:55:33, endTime=null, processNode=故障分配, distribution=null, deal=黄浙浩, change=null, description=test, construction=null, phone=17826175720, deptName=总经办, waitCount=0, appointmentCreate=2021-03-30 14:50:00, appointmentEnd=2021-03-30 15:20:00, place=null, dealWay=null, wayId=0, mobliePhone=17826175720), JobCardDetail(cardId=20210330144819121, applyName=黄浙浩test, priority=1, problemId=29, problemType=其他, assistName=null, status=已处理, reason=测试消息推送, solution=测试, satisfaction=null, comment=null, createTime=2021-03-30 14:48:19, endTime=2021-04-01 14:24:20, processNode=工单结算, distribution=null, deal=黄浙浩, change=null, description=test, construction=null, phone=17826175720, deptName=总经办, waitCount=0, appointmentCreate=2021-03-30 14:50:00, appointmentEnd=2021-03-30 15:20:00, place=null, dealWay=null, wayId=0, mobliePhone=17826175720), JobCardDetail(cardId=20210330144517309, applyName=黄浙浩test, priority=1, problemId=29, problemType=其他, assistName=null, status=已处理, reason=测试, solution=测试, satisfaction=null, comment=null, createTime=2021-03-30 14:45:17, endTime=2021-03-30 14:46:56, processNode=工单结算, distribution=null, deal=黄浙浩, change=null, description=测试, construction=null, phone=17826175720, deptName=总经办, waitCount=0, appointmentCreate=2021-03-30 14:50:00, appointmentEnd=2021-03-30 15:20:00, place=null, dealWay=null, wayId=0, mobliePhone=17826175720), JobCardDetail(cardId=20210330144304805, applyName=黄浙浩test, priority=1, problemId=29, problemType=其他, assistName=null, status=已处理, reason=测试完成, solution=测试完成, satisfaction=null, comment=null, createTime=2021-03-30 14:43:04, endTime=2021-03-30 14:44:33, processNode=工单结算, distribution=null, deal=黄浙浩, change=null, description=测试测试, construction=null, phone=17826175720, deptName=总经办, waitCount=0, appointmentCreate=2021-03-30 14:50:00, appointmentEnd=2021-03-30 15:20:00, place=null, dealWay=null, wayId=0, mobliePhone=17826175720), JobCardDetail(cardId=20210330143935756, applyName=黄浙浩test, priority=1, problemId=29, problemType=其他, assistName=null, status=已处理, reason=测试, solution=测试, satisfaction=null, comment=null, createTime=2021-03-30 14:39:35, endTime=2021-03-30 14:41:07, processNode=工单结算, distribution=null, deal=黄浙浩, change=null, description=测试测试, construction=null, phone=17826175720, deptName=总经办, waitCount=0, appointmentCreate=2021-03-30 11:10:00, appointmentEnd=2021-03-30 11:40:00, place=null, dealWay=null, wayId=0, mobliePhone=17826175720), JobCardDetail(cardId=20210330083027287, applyName=徐剑峰, priority=1, problemId=1, problemType=会议支持, assistName=null, status=已创建, reason=null, solution=null, satisfaction=null, comment=null, createTime=2021-03-30 08:30:27, endTime=null, processNode=故障分配, distribution=null, deal=戴友谊, change=null, description=AD软件，经常报内存冲突故障。无法使用, construction=null, phone=866331, deptName=技术研发部, waitCount=0, appointmentCreate=2021-03-30 08:30:00, appointmentEnd=2021-03-30 09:00:00, place=null, dealWay=null, wayId=0, mobliePhone=866331)], totalCount=213) success
2021-04-01 15:05:03.108 [https-jsse-nio-8085-exec-30] INFO  com.zt.controller.CardController - start /manage/dept/comment get dept comment card count by:CommonRequest(openId=null, typeId=null, roleId=null, oldRoleId=null, countId=4, timeId=null, month=null, deptId=null, pageNo=1, pageSize=10, year=null, quarter=null, filePath=null, serviceId=null)
2021-04-01 15:05:03.110 [https-jsse-nio-8085-exec-28] INFO  com.zt.controller.CardController - start /manage/user/count get user card count by:CommonRequest(openId=null, typeId=null, roleId=null, oldRoleId=null, countId=null, timeId=null, month=null, deptId=null, pageNo=1, pageSize=10, year=null, quarter=null, filePath=null, serviceId=2)
2021-04-01 15:05:03.108 [https-jsse-nio-8085-exec-22] INFO  com.zt.controller.CardController - start /manage/problem/count get problem card count by:CommonRequest(openId=null, typeId=null, roleId=null, oldRoleId=null, countId=null, timeId=null, month=null, deptId=null, pageNo=1, pageSize=10, year=null, quarter=null, filePath=null, serviceId=null)
2021-04-01 15:05:03.109 [https-jsse-nio-8085-exec-21] INFO  com.zt.controller.CardController - start /manage/dept/count get dept card count by:CommonRequest(openId=null, typeId=null, roleId=null, oldRoleId=null, countId=null, timeId=null, month=null, deptId=null, pageNo=1, pageSize=10, year=null, quarter=null, filePath=null, serviceId=null)
2021-04-01 15:07:22.373 [https-jsse-nio-8085-exec-14] INFO  com.zt.controller.CardController - start /manage/card/count get card count by:CommonRequest(openId=null, typeId=null, roleId=null, oldRoleId=null, countId=null, timeId=null, month=null, deptId=null, pageNo=1, pageSize=10, year=null, quarter=null, filePath=null, serviceId=null)
2021-04-01 15:08:01.339 [https-jsse-nio-8085-exec-29] INFO  com.zt.controller.CardController - start /manage/unDeal/card get unDeal card list by:CommonRequest(openId=null, typeId=null, roleId=null, oldRoleId=null, countId=null, timeId=null, month=null, deptId=null, pageNo=1, pageSize=10, year=null, quarter=null, filePath=null, serviceId=null)
2021-04-01 15:09:14.785 [https-jsse-nio-8085-exec-14] INFO  com.zt.controller.CardController - get card count info:UserCardResponse(openId=null, userName=null, userRole=null, totalCount=1, createCount=0, finishCount=0, updateCount=0, evaluationCount=0, untreateCount=0, treateCount=1, assistCount=0) success
2021-04-01 15:09:14.817 [https-jsse-nio-8085-exec-5] INFO  com.zt.controller.CardController - start /manage/card/count get card count by:CommonRequest(openId=null, typeId=null, roleId=null, oldRoleId=null, countId=null, timeId=null, month=null, deptId=null, pageNo=1, pageSize=10, year=null, quarter=null, filePath=null, serviceId=null)
2021-04-01 15:09:14.835 [https-jsse-nio-8085-exec-29] INFO  com.zt.controller.CardController - get unDeal card list info:CardListResponse(cardList=null, totalCount=0) success
2021-04-01 15:09:14.859 [https-jsse-nio-8085-exec-10] INFO  com.zt.controller.CardController - start /manage/unDeal/card get unDeal card list by:CommonRequest(openId=null, typeId=null, roleId=null, oldRoleId=null, countId=null, timeId=null, month=null, deptId=null, pageNo=1, pageSize=10, year=null, quarter=null, filePath=null, serviceId=null)
2021-04-01 15:09:14.860 [https-jsse-nio-8085-exec-5] INFO  com.zt.controller.CardController - get card count info:UserCardResponse(openId=null, userName=null, userRole=null, totalCount=1, createCount=0, finishCount=0, updateCount=0, evaluationCount=0, untreateCount=0, treateCount=1, assistCount=0) success
2021-04-01 15:09:14.872 [https-jsse-nio-8085-exec-4] INFO  com.zt.controller.CardController - start /manage/user/count get user card count by:CommonRequest(openId=null, typeId=null, roleId=null, oldRoleId=null, countId=null, timeId=null, month=null, deptId=null, pageNo=1, pageSize=10, year=null, quarter=null, filePath=null, serviceId=2)
2021-04-01 15:09:14.886 [https-jsse-nio-8085-exec-10] INFO  com.zt.controller.CardController - get unDeal card list info:CardListResponse(cardList=null, totalCount=0) success
2021-04-01 15:09:14.892 [https-jsse-nio-8085-exec-3] INFO  com.zt.controller.CardController - start /manage/card/count get card count by:CommonRequest(openId=null, typeId=null, roleId=null, oldRoleId=null, countId=null, timeId=null, month=null, deptId=null, pageNo=1, pageSize=10, year=null, quarter=null, filePath=null, serviceId=null)
